OBJECTID,INODE,JNODE,LENGTH,LANES
450,11544,11477,0.13000000000,1
451,12149,12132,0.26000000000,2
452,11613,11563,0.07000000000,2
453,12348,12242,0.38000000000,2
454,11155,11148,0.97000000000,2
455,15241,12766,0.23000000000,3
456,11107,11114,0.19000000000,3
457,12352,12362,0.29000000000,1
458,14723,11575,0.16000000000,4
459,11196,11215,0.06000000000,1
460,11505,11506,0.48000000000,2
461,11766,11767,0.11000000000,1
462,12225,12203,0.13000000000,1
463,12475,12470,0.06000000000,1
464,11564,11611,0.14000000000,3
465,12403,12318,0.25000000000,1
466,14745,14746,0.09000000000,1
467,11812,11882,0.18000000000,1
468,12251,12271,0.08000000000,1
469,11321,11319,0.21000000000,1
470,11509,2518,0.32000000000,3
471,12336,12349,0.51000000000,2
472,12047,12034,0.18000000000,1
473,12687,12690,0.20000000000,1
474,12485,12484,0.10000000000,1
475,12485,12488,0.10000000000,1
476,12481,12475,0.08000000000,1
477,11624,11782,0.51000000000,1
478,12481,12473,0.02000000000,2
479,12617,12618,0.56000000000,3
480,12617,12612,0.50000000000,3
481,2674,11712,0.16000000000,2
482,11816,11814,0.24000000000,3
483,12611,12609,0.12000000000,2
484,14790,11573,0.15000000000,4
485,12554,12547,0.14000000000,1
486,11170,11163,0.11000000000,1
487,11111,11099,0.06000000000,2
488,12025,11910,0.50000000000,1
489,12879,12898,0.20000000000,2
490,12402,12393,0.05000000000,1
491,12170,12174,0.34000000000,1
492,11174,11175,0.24000000000,1
493,11174,11176,0.07000000000,2
494,12763,12851,0.12000000000,2
495,11078,11059,0.12000000000,1
496,11323,11168,0.37000000000,1
497,11299,11093,0.51000000000,2
498,12099,11984,0.70000000000,3
499,11933,11966,0.14000000000,3
500,12032,11978,0.19000000000,1
501,12405,12419,0.05000000000,2
502,11964,12002,0.18000000000,3
503,14051,14055,0.25000000000,1
504,11438,11475,0.08000000000,1
505,11913,11873,0.16000000000,3
506,12466,12469,0.07000000000,1
507,11980,12014,0.11000000000,1
508,12242,12209,0.21000000000,2
509,14721,14692,0.21000000000,5
510,12105,12113,0.26000000000,3
511,12355,12103,1.01000000000,1
512,12536,12513,0.15000000000,1
513,11963,12115,0.53000000000,2
514,14776,14782,0.18000000000,4
515,11321,11305,0.15000000000,1
516,11409,11458,0.13000000000,1
517,12398,12445,0.23000000000,1
518,12150,12152,0.11000000000,1
519,11495,11459,0.09000000000,1
520,12037,11971,0.25000000000,1
521,12106,12109,0.50000000000,3
522,11137,11135,0.29000000000,2
523,12424,12422,0.08000000000,1
524,12424,12428,0.05000000000,1
525,11703,11672,0.55000000000,4
526,11707,11709,0.22000000000,4
527,12610,12613,0.81000000000,2
528,12150,12060,0.22000000000,1
529,11447,11362,0.20000000000,1
530,11734,11706,0.16000000000,1
531,2676,11694,0.16000000000,2
532,12447,12343,0.38000000000,1
533,12614,14052,0.06000000000,4
534,14731,14732,0.09000000000,1
535,11542,11546,0.07000000000,1
536,12121,12066,0.04000000000,2
537,12664,12701,0.25000000000,1
538,11293,11274,0.06000000000,1
539,11293,11272,0.11000000000,1
540,12049,12068,0.13000000000,2
541,12698,12697,0.01000000000,1
542,11187,11191,0.36000000000,2
543,12449,12463,0.07000000000,1
544,12273,12291,0.09000000000,1
545,12515,12494,0.10000000000,2
546,11810,11869,0.16000000000,3
547,14726,14731,0.10000000000,1
548,2469,2543,0.22000000000,5
549,11618,11603,0.17000000000,1
550,12843,12876,0.32000000000,2
551,11870,11875,0.41000000000,1
552,11055,11072,0.06000000000,1
553,12555,12549,0.12000000000,1
554,14735,11664,0.11000000000,2
555,12099,12281,0.76000000000,3
556,11853,11762,0.28000000000,3
557,14719,14720,0.11000000000,1
558,12113,12105,0.26000000000,3
559,11291,11290,0.01000000000,1
560,11771,11756,0.08000000000,1
561,14771,14780,0.02000000000,2
562,14703,14704,0.18000000000,1
563,11435,11368,0.16000000000,1
564,11186,11181,0.28000000000,2
565,11970,11878,0.09000000000,5
566,11046,11077,0.18000000000,3
567,11275,11292,0.11000000000,1
568,12350,12345,0.12000000000,2
569,11140,11168,0.13000000000,1
570,11157,11174,0.15000000000,1
571,11788,11750,0.19000000000,2
572,11623,11657,0.18000000000,1
573,14041,12365,0.25000000000,3
574,12306,14044,0.28000000000,3
575,12563,12557,0.04000000000,1
576,11027,11055,0.12000000000,1
577,12447,12448,0.03000000000,1
578,11668,11667,0.17000000000,1
579,11143,11148,0.22000000000,2
580,11143,11142,0.14000000000,2
581,11503,11506,0.27000000000,2
582,12373,12366,0.10000000000,2
583,14709,14708,0.29000000000,2
584,14785,14784,0.13000000000,5
585,15233,15223,0.43000000000,3
586,11148,11155,0.97000000000,2
587,11381,11441,0.14000000000,2
588,11219,11191,0.07000000000,1
589,11683,2169,0.23000000000,2
590,11512,14704,0.17000000000,1
591,2593,11759,0.16000000000,2
592,12166,12209,0.20000000000,2
593,12079,12113,0.14000000000,2
594,11699,11714,0.23000000000,1
595,11936,11897,0.12000000000,1
596,12201,12176,0.12000000000,2
597,12473,12446,0.08000000000,2
598,12422,12539,0.44000000000,3
599,11739,2593,0.17000000000,2
600,11884,11890,0.08000000000,1
601,11355,11283,0.17000000000,3
602,11458,11459,0.14000000000,1
603,11098,11097,0.14000000000,2
604,11396,11507,0.22000000000,1
605,11734,11781,0.14000000000,3
606,14763,14739,0.36000000000,4
607,11096,11060,0.08000000000,1
608,14714,14712,0.20000000000,5
609,12420,12455,0.09000000000,2
610,11967,11980,0.08000000000,1
611,15240,12730,0.10000000000,2
612,11092,11294,0.51000000000,1
613,11608,11583,0.14000000000,2
614,11193,11178,0.05000000000,1
615,11455,11358,0.22000000000,1
616,12471,12468,0.06000000000,1
617,14084,11654,0.28000000000,3
618,12003,12015,0.09000000000,2
619,11599,11544,0.11000000000,1
620,11694,2672,0.17000000000,2
621,11269,11314,0.09000000000,1
622,14792,14791,0.12000000000,3
623,12857,12865,0.09000000000,1
624,11654,14109,0.09000000000,1
625,12106,12098,0.38000000000,3
626,12354,12284,0.24000000000,2
627,14711,14702,0.15000000000,3
628,11788,11867,0.10000000000,2
629,15228,15229,0.21000000000,2
630,12463,12449,0.07000000000,1
631,11963,11832,0.49000000000,3
632,12439,12449,0.08000000000,1
633,11772,11797,0.09000000000,2
634,12281,12099,0.76000000000,3
635,12317,12346,0.02000000000,1
636,12210,12163,0.21000000000,1
637,11603,11618,0.17000000000,1
638,12629,12503,0.51000000000,1
639,11551,11578,0.06000000000,3
640,11712,2702,0.18000000000,2
641,12030,11979,0.28000000000,3
642,15221,12037,0.21000000000,1
643,12345,12350,0.12000000000,2
644,12114,12113,0.44000000000,3
645,14694,14695,0.13000000000,4
646,12766,12651,0.80000000000,3
647,11964,11864,0.38000000000,3
648,11758,11751,0.21000000000,5
649,14780,14779,0.18000000000,1
650,12304,12299,0.07000000000,1
651,11323,11342,0.09000000000,1
653,11660,11669,0.02000000000,1
654,2543,2598,0.24000000000,2
655,11368,11332,0.14000000000,1
656,12457,12448,0.06000000000,1
657,5338,5341,0.08000000000,3
658,11259,11271,0.01000000000,1
659,11669,11667,0.33000000000,1
660,11669,11660,0.02000000000,1
661,11635,11602,0.10000000000,1
662,12376,12417,0.36000000000,2
663,14456,11903,0.38000000000,1
664,11501,11476,0.06000000000,1
665,11459,11458,0.14000000000,1
666,12691,12688,0.04000000000,1
667,14787,11533,0.04000000000,2
668,11286,11205,0.28000000000,2
669,14786,14787,0.20000000000,1
670,11978,11855,0.50000000000,1
671,11934,11927,0.07000000000,1
672,12687,12826,0.43000000000,1
673,12095,12107,0.16000000000,1
674,15216,15210,0.19000000000,4
675,11884,14759,0.10000000000,2
676,11399,11361,0.11000000000,1
677,12355,14460,0.23000000000,1
678,12503,14463,0.92000000000,1
679,12539,12422,0.44000000000,3
680,11940,11929,0.09000000000,2
681,11676,11628,0.18000000000,2
682,15214,15215,0.08000000000,1
683,11984,11869,0.16000000000,3
684,12454,12483,0.08000000000,1
685,12563,12612,0.12000000000,1
686,11859,11790,0.18000000000,1
687,11102,11103,0.23000000000,2
688,11102,11100,0.22000000000,2
689,15237,12542,0.10000000000,3
690,14113,14114,0.10000000000,1
691,11477,11359,0.26000000000,1
692,11578,14696,0.12000000000,1
693,12167,12184,0.09000000000,1
694,12863,12716,0.56000000000,1
695,15220,15219,0.14000000000,2
696,11816,11822,0.50000000000,3
697,11191,11219,0.07000000000,1
698,11563,14780,0.05000000000,2
699,11089,11090,0.18000000000,2
700,14729,14730,0.05000000000,1
701,12608,12609,0.21000000000,2
702,11100,11101,0.06000000000,2
703,11100,11102,0.22000000000,2
704,12349,12281,0.24000000000,3
705,11628,11676,0.18000000000,2
706,12349,12422,0.31000000000,3
707,2598,2615,0.35000000000,1
708,12619,14055,0.45000000000,4
709,12132,12149,0.26000000000,2
710,14780,14772,0.07000000000,2
711,12115,11963,0.53000000000,2
712,11760,11785,0.25000000000,2
713,12385,12345,0.16000000000,1
714,12346,12339,0.38000000000,1
715,11710,11704,0.11000000000,1
716,11214,11096,0.33000000000,1
717,12349,12340,0.26000000000,2
718,12286,12351,0.22000000000,2
719,14696,14769,0.16000000000,2
720,11563,11613,0.07000000000,2
721,11635,11680,0.15000000000,1
722,14712,14713,0.45000000000,4
723,12666,12821,0.66000000000,2
724,14737,14736,0.07000000000,2
725,15212,15213,0.14000000000,2
726,12452,12450,0.07000000000,1
727,12452,12456,0.09000000000,1
728,15215,12180,0.13000000000,2
729,11090,11091,0.18000000000,2
730,15217,15218,0.09000000000,4
731,11268,11264,0.35000000000,1
732,11268,11267,0.12000000000,1
733,11168,11174,0.53000000000,2
734,11168,11173,0.15000000000,2
735,11283,11116,0.49000000000,3
736,12237,12224,0.08000000000,1
737,12119,12117,0.11000000000,2
738,12121,12132,0.05000000000,2
739,11141,11137,0.26000000000,2
740,12451,12447,0.09000000000,1
741,11685,11675,0.06000000000,1
742,11549,11579,0.09000000000,2
743,11506,11590,0.20000000000,1
744,12716,12863,0.56000000000,1
745,11332,11259,0.12000000000,1
746,12642,12619,0.25000000000,3
747,15219,15210,0.07000000000,1
748,11497,11496,0.51000000000,2
749,11668,11505,0.50000000000,2
750,11960,11930,0.12000000000,2
751,14759,11877,0.17000000000,2
752,11082,11080,0.21000000000,2
753,5176,5338,0.18000000000,3
754,11496,11717,0.70000000000,2
755,12362,12358,0.07000000000,1
756,12362,12352,0.29000000000,1
757,4964,4979,0.20000000000,2
758,11283,11355,0.17000000000,3
759,12318,12275,0.25000000000,1
760,11775,2520,0.13000000000,3
761,10939,11104,0.50000000000,3
762,12151,12167,0.07000000000,1
763,15260,12033,0.17000000000,2
764,12513,12401,0.37000000000,1
765,12520,12505,0.08000000000,1
766,2519,5700,0.22000000000,3
767,11147,11101,0.10000000000,1
768,12349,12336,0.51000000000,2
769,12318,12334,0.34000000000,1
770,5981,6124,0.27000000000,3
771,11077,11113,0.19000000000,3
772,11550,14786,0.09000000000,5
773,12521,12524,0.50000000000,2
774,11721,11623,0.11000000000,3
775,12503,12629,0.51000000000,1
776,11913,5744,0.15000000000,1
777,11476,11501,0.06000000000,1
778,12173,15227,0.17000000000,3
779,11109,11110,0.19000000000,2
780,12267,12218,0.23000000000,2
781,12108,12182,0.29000000000,2
782,14460,12354,0.27000000000,1
783,11495,4964,0.20000000000,2
784,12373,12376,0.11000000000,2
785,12484,12491,0.05000000000,1
786,11903,11782,0.36000000000,1
787,11748,2615,0.17000000000,2
788,2533,2568,0.07000000000,1
789,12507,12541,0.18000000000,2
790,12334,12396,0.18000000000,1
791,11905,11910,0.08000000000,2
792,11951,11870,0.14000000000,2
793,11055,11027,0.12000000000,1
794,12725,12758,0.13000000000,2
795,12180,12174,0.50000000000,1
796,12628,12629,0.33000000000,1
797,12099,12100,0.12000000000,3
798,12411,12402,0.06000000000,1
799,11238,11313,0.14000000000,1
800,12103,12355,1.01000000000,1
801,11104,11098,0.25000000000,2
802,14748,14750,0.14000000000,5
803,12109,12191,0.35000000000,3
804,11931,11936,0.05000000000,2
805,11313,11238,0.14000000000,1
806,11958,11981,0.14000000000,2
807,11438,11402,0.09000000000,1
808,11816,11864,0.12000000000,3
809,12455,12494,0.10000000000,2
810,12623,12614,0.31000000000,4
811,12098,12102,0.12000000000,3
812,11679,14190,0.20000000000,5
813,12196,15228,0.04000000000,2
814,12505,12464,0.15000000000,1
815,12393,12402,0.05000000000,1
816,11376,11418,0.13000000000,1
817,12184,12200,0.07000000000,1
818,12523,12532,0.05000000000,1
819,12519,12551,0.19000000000,2
820,14690,14689,0.68000000000,3
