linkid	inode	jnode	flag	obflag	detectorid
1811	11717	11496	0	-1	0
1812	11969	12024	0	-1	0
1813	2516	5016	1	101	8081
1816	12389	12405	0	-1	0
1817	11933	11823	0	-1	0
1818	12634	12631	0	-1	0
1819	11175	11464	1	102	7967
1820	14725	14726	0	-1	0
1821	12259	12194	1	103	8068
1822	12656	12664	0	-1	0
1823	12233	12225	0	-1	0
1824	11959	11913	1	104	8090
1825	12221	12285	0	-1	0
1826	12552	12471	0	-1	0
1827	11620	11424	0	-1	0
1828	11608	11628	0	-1	0
1829	11342	11359	0	-1	0
1830	11573	11625	0	-1	0
1831	14797	11640	0	-1	0
1832	11673	11675	0	-1	0
1833	11756	11771	0	-1	0
1834	11838	11776	0	-1	0
1835	11624	11618	0	-1	0
1836	12200	12219	0	-1	0
1837	11855	11566	0	-1	0
1838	12066	12024	0	-1	0
1839	11137	11052	0	-1	0
1840	11332	11368	0	-1	0
1841	2447	2450	1	105	8052
1842	14752	14749	0	-1	0
1843	11654	11651	1	106	7571
1844	11835	11837	0	-1	0
1845	11835	11838	0	-1	0
1846	11720	11738	0	-1	0
1847	11303	2047	0	-1	0
1848	12275	12318	0	-1	0
1849	11304	11316	0	-1	0
1850	11283	11265	0	-1	0
1851	5694	5744	0	-1	0
1852	11669	11673	0	-1	0
1853	12174	12170	0	-1	0
1854	11785	11826	0	-1	0
1855	15229	12283	0	-1	0
1856	11155	11163	0	-1	0
1857	5453	5347	0	-1	0
1858	6882	14041	0	-1	0
1859	11723	11786	0	-1	0
1860	11786	11723	0	-1	0
1861	12716	12714	0	-1	0
1862	12714	12716	0	-1	0
1863	14501	11533	0	-1	0
1864	11533	14501	0	-1	0
1865	14744	14740	1	107	7767
1866	14743	14744	0	-1	0
1867	14738	14743	0	-1	0
1868	14738	14746	0	-1	0
1869	11878	14757	0	-1	0
1870	11877	14758	0	-1	0
1871	11853	14749	0	-1	0
1872	14758	14756	0	-1	0
1873	12359	12310	0	-1	0
1874	12310	12359	0	-1	0
1875	12310	12280	0	-1	0
1876	12280	12310	0	-1	0
1877	12283	15222	0	-1	0
1878	15223	15224	0	-1	0
1879	12334	12310	0	-1	0
1880	12310	12334	0	-1	0
1881	12725	12729	0	-1	0
1882	12729	12725	0	-1	0
1883	15241	12795	0	-1	0
1884	14700	14701	0	-1	0
1885	14701	14702	0	-1	0
1886	12651	15237	0	-1	0
1887	12737	12734	0	-1	0
1888	11149	11191	0	-1	0
1889	10854	11089	0	-1	0
1890	11064	11092	0	-1	0
1892	11890	11898	0	-1	0
1893	12378	12377	0	-1	0
1894	12752	12762	0	-1	0
1895	12762	12769	0	-1	0
1896	12818	12604	0	-1	0
1898	12769	12762	0	-1	0
1899	14060	14052	0	-1	0
1900	12752	12737	0	-1	0
1901	12762	12752	0	-1	0
1902	11049	11082	0	-1	0
1903	12734	12737	0	-1	0
1904	12377	12378	0	-1	0
1905	11052	11137	0	-1	0
1906	14513	11143	0	-1	0
1907	10863	11111	0	-1	0
1908	14052	14060	0	-1	0
1909	11898	11890	0	-1	0
1910	12737	12752	0	-1	0
1911	12918	15250	0	-1	0
1912	11191	11194	0	-1	0
1913	11194	11191	0	-1	0
1914	11191	11149	0	-1	0
1915	100	101	0	-1	0
1916	101	12863	0	-1	0
1917	12863	101	0	-1	0
1918	101	103	0	-1	0
1919	103	101	0	-1	0
1920	101	105	0	-1	0
1921	12912	100	0	-1	0
1922	102	12912	0	-1	0
1923	104	103	0	-1	0
1924	103	102	0	-1	0
1925	100	105	0	-1	0
1926	104	102	0	-1	0
1927	106	103	0	-1	0
1928	103	106	0	-1	0
1929	12876	109	0	-1	0
1930	12885	12865	0	-1	0
1931	12865	12885	0	-1	0
1932	12892	12885	0	-1	0
1933	12885	12881	0	-1	0
1934	109	108	0	-1	0
1935	108	107	0	-1	0
1936	12892	12881	0	-1	0
1937	109	107	0	-1	0
1938	12881	12876	0	-1	0
1939	12885	108	0	-1	0
1941	110	108	0	-1	0
1943	105	12892	0	-1	0
1945	111	112	0	-1	0
1946	112	111	0	-1	0
1947	12910	12916	0	-1	0
1948	12916	12910	0	-1	0
1949	112	12916	0	-1	0
1950	112	12910	0	-1	0
1952	12916	112	0	-1	0
1953	12909	12886	0	-1	0
1954	119	120	0	-1	0
1955	120	12909	0	-1	0
1958	122	12918	0	-1	0
1959	15249	121	0	-1	0
1960	12917	15245	0	-1	0
1962	5453	5202	0	-1	0
1963	5202	5453	0	-1	0
1964	5176	5453	0	-1	0
1965	11122	10952	0	-1	0
1966	5453	11122	0	-1	0
1967	11110	11122	0	-1	0
1968	150	151	0	-1	0
1969	151	5031	0	-1	0
1970	11159	150	0	-1	0
1971	150	11379	0	-1	0
1972	151	160	0	-1	0
1973	5031	160	0	-1	0
1974	160	152	0	-1	0
1975	152	170	0	-1	0
1976	152	153	0	-1	0
1977	153	14113	0	-1	0
1978	170	181	0	-1	0
1979	2518	2538	0	-1	0
1980	153	200	0	-1	0
1981	200	201	0	-1	0
1982	201	180	0	-1	0
1983	204	14083	0	-1	0
1984	181	210	0	-1	0
1985	2635	210	0	-1	0
1986	210	220	0	-1	0
1987	251	2563	0	-1	0
1988	251	255	0	-1	0
1989	255	256	0	-1	0
1990	256	257	0	-1	0
1991	257	222	0	-1	0
1992	255	258	0	-1	0
1993	258	259	0	-1	0
1994	259	223	0	-1	0
1995	220	222	0	-1	0
1996	220	223	0	-1	0
1997	2557	260	0	-1	0
1998	260	223	0	-1	0
1999	222	262	0	-1	0
2000	262	263	0	-1	0
2001	223	264	0	-1	0
2002	264	300	0	-1	0
2003	300	11812	0	-1	0
2004	11812	300	0	-1	0
2005	300	264	0	-1	0
2006	264	5782	0	-1	0
2007	300	301	0	-1	0
2008	301	300	0	-1	0
2009	301	302	0	-1	0
2010	302	301	0	-1	0
2011	302	11947	0	-1	0
2012	11947	302	0	-1	0
2013	5782	305	0	-1	0
2014	263	305	0	-1	0
2015	305	306	0	-1	0
2016	306	308	0	-1	0
2017	308	307	0	-1	0
2018	306	5805	0	-1	0
2019	307	310	0	-1	0
2020	310	12105	0	-1	0
2021	5738	311	0	-1	0
2022	311	309	0	-1	0
2023	309	307	0	-1	0
2024	5694	264	0	-1	0
2025	264	5694	0	-1	0
2026	5694	312	0	-1	0
2027	312	11834	0	-1	0
2028	11678	314	0	-1	0
2029	314	14084	0	-1	0
2030	314	314	0	-1	0
2031	315	14082	0	-1	0
2032	14190	313	0	-1	0
2033	313	315	0	-1	0
2034	313	316	0	-1	0
2035	316	14084	0	-1	0
2036	180	202	0	-1	0
2037	202	203	0	-1	0
2038	328	2169	0	-1	0
2039	326	328	0	-1	0
2040	327	326	0	-1	0
2041	2655	326	0	-1	0
2042	203	190	0	-1	0
2043	327	11683	0	-1	0
2044	14083	327	0	-1	0
2045	190	14093	0	-1	0
2046	171	204	0	-1	0
2047	324	171	0	-1	0
2048	171	2655	0	-1	0
2049	325	251	0	-1	0
2050	323	325	0	-1	0
2051	323	324	0	-1	0
2052	322	324	0	-1	0
2053	2450	322	0	-1	0
2054	11721	323	0	-1	0
2055	322	330	0	-1	0
2056	330	325	0	-1	0
2057	14082	317	0	-1	0
2058	11535	319	0	-1	0
2059	319	320	0	-1	0
2060	320	321	0	-1	0
2061	320	11623	0	-1	0
2062	317	318	0	-1	0
2063	11648	318	0	-1	0
2064	318	319	0	-1	0
2065	317	321	0	-1	0
2066	321	11657	0	-1	0
2067	14105	190	0	-1	0
2068	12658	14060	0	-1	0
2069	14060	12564	0	-1	0
2070	12658	12564	0	-1	0
2071	14055	14066	0	-1	0
2072	14066	14070	0	-1	0
2073	12723	12658	0	-1	0
2074	12763	12767	0	-1	0
2075	12769	12768	0	-1	0
2076	12533	12528	0	-1	0
2077	12734	12730	0	-1	0
2078	12037	12041	0	-1	0
2079	12041	12037	0	-1	0
2080	12177	12134	0	-1	0
2081	12134	12177	0	-1	0
2082	12177	15230	0	-1	0
2083	12177	12188	0	-1	0
2084	12188	12177	0	-1	0
2085	12280	12196	0	-1	0
2086	12196	12188	0	-1	0
2087	11623	11721	0	-1	0
2088	11533	14787	0	-1	0
2089	11875	11881	0	-1	0
2090	11881	11875	0	-1	0
2091	11623	11489	0	-1	0
2092	107	104	0	-1	0
2093	108	12885	0	-1	0
2094	108	110	0	-1	0
2095	12910	112	0	-1	0
2096	15245	12917	0	-1	0
2097	11604	11522	0	-1	0
2098	11604	11687	0	-1	0
2099	10932	11093	0	-1	0
2100	11767	11766	0	-1	0
2101	11847	11890	0	-1	0
2102	11103	10974	0	-1	0
2103	12918	341	0	-1	0
2104	342	15249	0	-1	0
2105	347	12882	0	-1	0
2106	15243	346	0	-1	0
2107	343	350	0	-1	0
2108	350	347	0	-1	0
2109	15250	347	0	-1	0
2110	346	15248	0	-1	0
2111	346	345	0	-1	0
2112	341	340	0	-1	0
2113	341	15245	0	-1	0
2114	15245	343	0	-1	0
2115	340	343	0	-1	0
2116	15245	340	0	-1	0
2117	340	15245	0	-1	0
2118	15244	342	0	-1	0
2119	340	342	0	-1	0
2120	345	15244	0	-1	0
2121	345	340	0	-1	0
2122	15244	340	0	-1	0
2123	340	15244	0	-1	0
