linkid	inode	jnode	flag	obflag	detectorid
930	11359	11477	0	-1	0
931	12876	12843	0	-1	0
932	12353	12354	0	-1	0
933	11511	11501	0	-1	0
934	12471	12552	0	-1	0
935	11060	10934	0	-1	0
936	12339	12220	0	-1	0
937	11575	11559	1	48	7532
938	11925	11952	0	-1	0
939	12235	12223	0	-1	0
940	11263	11260	0	-1	0
941	15257	12495	0	-1	0
942	11303	11298	0	-1	0
943	11714	11766	0	-1	0
944	15223	15231	0	-1	0
945	11566	11855	0	-1	0
946	14104	14105	0	-1	0
947	14794	14796	1	49	7647
948	11687	11685	0	-1	0
949	12549	12624	0	-1	0
950	11315	11311	0	-1	0
951	11142	11146	0	-1	0
952	11142	11143	0	-1	0
953	11416	11399	0	-1	0
954	12055	12011	0	-1	0
955	12170	12203	0	-1	0
956	12274	12259	0	-1	0
957	14787	11561	0	-1	0
958	11409	11303	0	-1	0
959	11709	11759	1	53	7590
960	11092	11064	0	-1	0
961	12149	12117	0	-1	0
962	11287	11496	0	-1	0
963	12229	12227	0	-1	0
964	12604	12541	0	-1	0
965	11707	2676	0	-1	0
966	11934	11971	0	-1	0
967	12121	12103	0	-1	0
968	11141	11145	0	-1	0
969	11505	11497	0	-1	0
970	11814	11831	0	-1	0
971	11739	11668	0	-1	0
972	11248	11259	0	-1	0
973	11662	11626	0	-1	0
974	15235	12376	0	-1	0
975	12002	12015	0	-1	0
976	14762	14738	0	-1	0
977	12363	12353	0	-1	0
978	12363	12351	0	-1	0
979	12354	12615	0	-1	0
980	12621	12643	0	-1	0
981	12697	12698	0	-1	0
982	11864	11816	0	-1	0
983	12110	12102	0	-1	0
984	12315	12392	0	-1	0
985	11785	11630	0	-1	0
986	2719	11708	1	54	7644
987	12291	12273	0	-1	0
988	11305	11297	0	-1	0
989	2209	2274	1	55	7641
990	11776	11760	0	-1	0
991	12151	12110	0	-1	0
992	12224	12219	0	-1	0
993	12480	12486	0	-1	0
994	11817	11810	0	-1	0
995	12491	12484	0	-1	0
996	14051	14066	1	56	8339
997	11740	11728	0	-1	0
998	11704	11720	0	-1	0
999	12167	12151	0	-1	0
1000	11657	11659	1	57	8053
1001	11581	14721	1	58	7772
1002	12095	12059	0	-1	0
1003	11816	11781	0	-1	0
1004	11245	11462	0	-1	0
1005	11738	11822	0	-1	0
1006	11101	11072	0	-1	0
1007	12912	12916	0	-1	0
1008	12446	12434	0	-1	0
1009	11297	11305	0	-1	0
1010	14290	11870	0	-1	0
1011	12701	12664	0	-1	0
1012	2533	2516	0	-1	0
1013	11313	11402	0	-1	0
1014	12471	12338	0	-1	0
1015	12442	12466	0	-1	0
1016	11694	11712	0	-1	0
1017	11521	11542	0	-1	0
1018	11904	11785	0	-1	0
1019	11254	11215	0	-1	0
1020	12411	12432	0	-1	0
1021	12857	12845	0	-1	0
1022	12206	12223	0	-1	0
1023	11177	11196	0	-1	0
1024	11522	11290	0	-1	0
1025	11797	11835	0	-1	0
1026	12237	12253	0	-1	0
1027	11867	11870	0	-1	0
1028	12109	12107	0	-1	0
1029	12366	12359	0	-1	0
1030	11930	11891	0	-1	0
1031	12254	12201	0	-1	0
1032	12623	12624	0	-1	0
1033	14712	11187	0	-1	0
1034	12479	12524	0	-1	0
1035	12107	12030	0	-1	0
1036	11719	11715	1	59	7790
1037	12614	14061	0	-1	0
1038	11303	11409	0	-1	0
1039	11276	11348	0	-1	0
1040	12351	12461	0	-1	0
1041	12542	12534	0	-1	0
1042	12551	12621	0	-1	0
1043	11748	11739	0	-1	0
1044	12718	12716	0	-1	0
1045	12351	12286	0	-1	0
1046	12464	12445	0	-1	0
1047	12549	12543	0	-1	0
1048	14768	14767	0	-1	0
1049	11475	11541	0	-1	0
1050	11960	11969	0	-1	0
1051	2450	11721	0	-1	0
1052	11396	11346	0	-1	0
1053	2599	2593	0	-1	0
1054	11215	11254	0	-1	0
1055	11728	11740	0	-1	0
1056	12612	12621	0	-1	0
1057	11843	11897	0	-1	0
1058	12624	12623	0	-1	0
1059	12657	12693	0	-1	0
1060	11060	11096	0	-1	0
1061	12261	12244	0	-1	0
1062	11730	11731	0	-1	0
1063	12557	12447	0	-1	0
1064	11744	11676	0	-1	0
1065	12497	12319	0	-1	0
1066	12176	12123	0	-1	0
1067	14777	14778	0	-1	0
1068	11106	5202	0	-1	0
1069	11541	11475	0	-1	0
1070	11455	11497	0	-1	0
1071	4979	5031	0	-1	0
1072	12609	12497	0	-1	0
1073	12513	12493	0	-1	0
1074	11523	11522	0	-1	0
1075	11961	11945	0	-1	0
1076	14747	14750	1	60	7766
1077	14747	14751	0	-1	0
1078	2564	2566	1	61	7585
1079	2005	11204	0	-1	0
1080	11618	11624	0	-1	0
1081	11734	11687	0	-1	0
1082	12725	12724	0	-1	0
1083	11501	11511	0	-1	0
1084	11936	11931	0	-1	0
1085	11546	11542	0	-1	0
1086	11783	11821	0	-1	0
1087	12068	12049	0	-1	0
1088	12222	12214	1	62	8069
1089	12115	12117	0	-1	0
1090	12115	12110	0	-1	0
1091	12157	12095	1	63	8070
1092	12635	12628	0	-1	0
1093	12067	12032	0	-1	0
1094	12209	12166	0	-1	0
1095	12191	12227	0	-1	0
1096	11418	11376	0	-1	0
1097	15239	15242	1	64	8113
1098	11506	11435	0	-1	0
1099	12494	12455	0	-1	0
1100	12422	12424	0	-1	0
1101	5058	5101	0	-1	0
1102	11503	11523	0	-1	0
1103	11251	11335	0	-1	0
1104	11891	11930	0	-1	0
1105	12094	12099	0	-1	0
1106	11755	11770	0	-1	0
1107	11183	11082	0	-1	0
1108	12334	12174	0	-1	0
1109	11870	11951	0	-1	0
1110	11501	11496	0	-1	0
1111	11685	11687	0	-1	0
1112	11770	11755	0	-1	0
1113	12758	12763	0	-1	0
1114	12289	12274	0	-1	0
1115	11848	11744	0	-1	0
1116	11718	2719	0	-1	0
1117	11569	11554	0	-1	0
1118	11290	11522	0	-1	0
1119	12528	12524	0	-1	0
1120	14724	11703	1	65	7786
1121	11952	11925	0	-1	0
1122	11855	11854	0	-1	0
1123	11837	11825	0	-1	0
1124	12419	12405	0	-1	0
1125	11347	11361	0	-1	0
1126	12851	12868	0	-1	0
1127	14782	14779	1	66	7528
1128	11751	11735	0	-1	0
1129	11226	11251	0	-1	0
1130	12098	12221	0	-1	0
1131	11176	11174	0	-1	0
1132	12503	12497	0	-1	0
1133	11290	11282	0	-1	0
1134	11178	11193	0	-1	0
1135	11496	11287	0	-1	0
1136	11890	11884	0	-1	0
1137	14699	14700	1	67	7691
1138	12624	12549	0	-1	0
1139	14793	14788	0	-1	0
1140	12034	12014	0	-1	0
1141	12181	12188	0	-1	0
1142	12168	12170	0	-1	0
1143	14778	11563	0	-1	0
1144	11831	11843	0	-1	0
1145	11287	11289	0	-1	0
1146	11137	14501	0	-1	0
1147	5101	5176	0	-1	0
1148	11583	11569	0	-1	0
1149	11448	11493	0	-1	0
1150	12457	12469	0	-1	0
1151	11135	11137	0	-1	0
1152	12582	12656	0	-1	0
1153	12166	12113	0	-1	0
1154	12541	12604	0	-1	0
1155	11890	11927	0	-1	0
1156	11447	11543	0	-1	0
1157	11696	11711	1	68	8273
1158	12117	12115	0	-1	0
1159	12117	12119	0	-1	0
1160	11305	11321	0	-1	0
1161	14792	11611	0	-1	0
1162	11185	11186	0	-1	0
1163	11891	11835	0	-1	0
1164	12358	12362	0	-1	0
1165	2566	2582	0	-1	0
1166	12868	12879	0	-1	0
1167	11897	11843	0	-1	0
1168	12845	12857	0	-1	0
1169	11181	11176	0	-1	0
1170	11205	11286	0	-1	0
1171	11101	11147	0	-1	0
1172	12515	12634	0	-1	0
1173	12685	12690	0	-1	0
1174	5058	4964	0	-1	0
1175	11723	11669	0	-1	0
1176	11971	11934	0	-1	0
1177	12217	12286	0	-1	0
1178	11725	11710	0	-1	0
1179	12110	12151	0	-1	0
1180	11214	11248	0	-1	0
1181	11940	11945	0	-1	0
1182	11294	11295	0	-1	0
1183	12108	12103	0	-1	0
1184	11080	11086	0	-1	0
1185	11080	11082	0	-1	0
1186	12396	12334	0	-1	0
1187	14733	14724	0	-1	0
1188	2674	2702	1	69	7299
1189	12098	12106	0	-1	0
1190	11177	11160	0	-1	0
1191	11215	11196	0	-1	0
1192	12426	12450	0	-1	0
1193	2005	11170	0	-1	0
1194	11704	11710	0	-1	0
1195	5738	5803	1	70	8091
1196	11441	11381	0	-1	0
1197	14753	11762	0	-1	0
1198	14794	11630	0	-1	0
1199	11146	11142	0	-1	0
1200	11146	11145	0	-1	0
1201	11822	11738	0	-1	0
1202	15232	12417	0	-1	0
1203	12098	12049	0	-1	0
1204	12218	12267	0	-1	0
1205	12632	12609	0	-1	0
1206	11174	11168	0	-1	0
1207	11611	11564	0	-1	0
1208	11276	11183	0	-1	0
1209	12767	12763	0	-1	0
1210	12767	12768	0	-1	0
1211	11905	11877	0	-1	0
1212	14772	14773	0	-1	0
1213	15214	12145	0	-1	0
1214	11254	11267	0	-1	0
1215	2543	11718	1	73	8237
1216	12405	12408	0	-1	0
1217	12180	12196	0	-1	0
1218	11292	11275	0	-1	0
1219	12037	12035	0	-1	0
1220	11116	11283	0	-1	0
1221	12346	12317	0	-1	0
1222	11264	11268	0	-1	0
1223	11264	11265	0	-1	0
1224	11710	11725	0	-1	0
1225	11448	11416	0	-1	0
1226	12611	12635	0	-1	0
1227	14052	14055	0	-1	0
1228	11296	11300	0	-1	0
1229	12397	12360	0	-1	0
1230	14692	14697	0	-1	0
1231	14692	14693	0	-1	0
1232	11612	14763	0	-1	0
1233	11814	11816	0	-1	0
1234	12105	12107	0	-1	0
1235	12343	12340	0	-1	0
1236	12343	12348	0	-1	0
1237	11978	12032	0	-1	0
1238	12253	12237	0	-1	0
1239	12795	12767	0	-1	0
1240	11660	11590	0	-1	0
1241	12174	12180	0	-1	0
1242	11110	11109	0	-1	0
1243	11533	14468	0	-1	0
1244	11137	11141	0	-1	0
1245	11402	11438	0	-1	0
1246	12002	12049	0	-1	0
1247	14114	11535	0	-1	0
1248	14762	14765	1	74	7785
1249	12483	12489	0	-1	0
1250	11883	11892	0	-1	0
1251	11361	11347	0	-1	0
1252	12610	12608	0	-1	0
1253	12621	12619	0	-1	0
1254	12621	12612	0	-1	0
1255	11669	11723	0	-1	0
1256	11706	11679	1	75	7805
1257	14717	11410	0	-1	0
1258	11096	11097	0	-1	0
1259	11096	11094	0	-1	0
1260	12191	12109	0	-1	0
1261	14044	12221	0	-1	0
1262	12376	12373	0	-1	0
1263	12376	12377	0	-1	0
1264	12197	12181	0	-1	0
1265	11261	11274	0	-1	0
1266	12450	12452	0	-1	0
1267	12621	12551	0	-1	0
1268	11245	14709	1	76	7778
1269	11291	11308	0	-1	0
1270	12626	12684	0	-1	0
1271	12109	12081	0	-1	0
1272	11252	11259	0	-1	0
1273	11252	11256	0	-1	0
1274	12049	12098	0	-1	0
1275	12271	12300	0	-1	0
1276	14780	11563	0	-1	0
1277	2538	2557	1	77	8073
1278	12300	12315	0	-1	0
1279	11320	11319	0	-1	0
1280	11735	11734	0	-1	0
1281	11320	11314	0	-1	0
1282	11187	11186	0	-1	0
1283	12506	12547	0	-1	0
1284	12503	12515	0	-1	0
1285	11522	11604	0	-1	0
1286	15208	15209	0	-1	0
1287	11762	11733	0	-1	0
1288	14767	14725	0	-1	0
1289	11877	14759	0	-1	0
1290	11738	11720	0	-1	0
1291	11961	11963	0	-1	0
1292	12555	12554	0	-1	0
1293	11870	11867	0	-1	0
1294	12615	12354	0	-1	0
1295	12113	12114	0	-1	0
1296	12607	12615	0	-1	0
1297	12826	12687	0	-1	0
1298	12319	12182	0	-1	0
1299	11298	11303	0	-1	0
1300	12468	12472	0	-1	0
1301	12468	12471	0	-1	0
1302	11170	2005	0	-1	0
1303	11265	11264	0	-1	0
1304	11516	11511	0	-1	0
1305	11785	11904	0	-1	0
1306	11867	11788	0	-1	0
1307	11835	11891	0	-1	0
1308	12024	11969	0	-1	0
1309	14776	14777	0	-1	0
1310	11564	11511	0	-1	0
1311	12345	12385	0	-1	0
1312	11274	11293	0	-1	0
1313	12108	11904	0	-1	0
1314	11775	14104	0	-1	0
1315	14784	14776	0	-1	0
1316	14779	11581	1	80	7454
1317	11512	11551	0	-1	0
1318	12035	15208	0	-1	0
1319	11181	11186	0	-1	0
1320	12488	12477	0	-1	0
1321	11493	11448	0	-1	0
1322	11823	11822	0	-1	0
1323	11823	11821	0	-1	0
1324	12081	12109	0	-1	0
1325	12419	12434	0	-1	0
1326	14766	11615	0	-1	0
1327	11766	11847	0	-1	0
1328	11119	11116	0	-1	0
1329	12617	12815	0	-1	0
1330	11326	11219	0	-1	0
1331	14732	14741	0	-1	0
1332	14770	14765	1	81	7782
1333	12523	12504	0	-1	0
1334	11675	11685	0	-1	0
1335	12377	15234	0	-1	0
1336	12448	12447	0	-1	0
1337	11651	11648	0	-1	0
1338	12409	12377	0	-1	0
1339	12233	12244	0	-1	0
1340	11095	11093	0	-1	0
1341	11095	11094	0	-1	0
1342	11630	11627	0	-1	0
1343	12489	12486	0	-1	0
1344	12489	12483	0	-1	0
1345	14756	14755	0	-1	0
1346	12463	12472	0	-1	0
1347	12315	12300	0	-1	0
1348	11168	11323	0	-1	0
1349	15248	15249	0	-1	0
1350	12392	12315	0	-1	0
1351	12821	12666	0	-1	0
1352	11216	11193	0	-1	0
1353	12035	12033	0	-1	0
1354	12035	12037	0	-1	0
1355	12439	12454	0	-1	0
1356	11511	11564	0	-1	0
1357	12251	12235	0	-1	0
1358	12629	12628	0	-1	0
1359	11712	11694	0	-1	0
1360	12345	12344	0	-1	0
1361	11831	11832	0	-1	0
1362	11314	11320	0	-1	0
1363	12102	12068	0	-1	0
1364	12200	12184	0	-1	0
1365	14752	14753	0	-1	0
1366	12619	12642	0	-1	0
1368	12547	12623	0	-1	0
1369	12464	12505	0	-1	0
1370	12701	12703	0	-1	0
1371	14722	14723	1	85	7534
1372	11072	11055	0	-1	0
1373	15218	15216	0	-1	0
1374	11869	11984	0	-1	0
1375	12117	12149	0	-1	0
1376	12691	12696	0	-1	0
1377	14786	14790	1	86	7433
1378	11104	11242	0	-1	0
1379	12229	12240	0	-1	0
1380	11135	11133	0	-1	0
1381	14691	14690	0	-1	0
1382	11256	11279	0	-1	0
1383	12477	12488	0	-1	0
1384	12541	12507	0	-1	0
1385	11476	11418	0	-1	0
1386	11864	11964	0	-1	0
1387	11348	11276	0	-1	0
1388	11823	11731	0	-1	0
1389	11251	11226	0	-1	0
1390	11361	11399	0	-1	0
1391	12254	12357	0	-1	0
1392	11347	11331	0	-1	0
1393	11145	11141	0	-1	0
1394	11145	11146	0	-1	0
1395	14055	14052	0	-1	0
1396	12445	12464	0	-1	0
1397	12445	12460	0	-1	0
1398	12398	12392	0	-1	0
1399	11561	14787	0	-1	0
1400	11561	14785	0	-1	0
1401	12117	11825	0	-1	0
1402	11756	11680	0	-1	0
1403	11238	11204	0	-1	0
1404	12410	12420	0	-1	0
1405	11697	11647	0	-1	0
1406	11122	11110	0	-1	0
1407	12461	12351	0	-1	0
1408	12024	12066	0	-1	0
1409	14706	14705	0	-1	0
1410	11497	11505	0	-1	0
1411	15220	15221	0	-1	0
1412	12267	12284	0	-1	0
1413	5202	11113	0	-1	0
1414	11089	11086	0	-1	0
1415	12401	12513	0	-1	0
1416	12462	12461	0	-1	0
1417	12608	12610	0	-1	0
1418	11520	14773	0	-1	0
1419	12392	12394	0	-1	0
1420	12392	12398	0	-1	0
1421	14734	14733	0	-1	0
1422	11750	11697	0	-1	0
1423	11615	11596	0	-1	0
1424	11268	11331	0	-1	0
1425	12285	14047	0	-1	0
1426	11628	11608	0	-1	0
1427	12227	12229	0	-1	0
1430	12767	15240	0	-1	0
1431	11675	11673	0	-1	0
1432	12449	12439	0	-1	0
1433	2557	2519	0	-1	0
1434	15224	15225	0	-1	0
1435	12196	12280	0	-1	0
1436	11331	11268	0	-1	0
1437	11275	11259	0	-1	0
1438	12109	12106	0	-1	0
1439	11945	11961	0	-1	0
1440	12470	12475	0	-1	0
1441	12391	12410	0	-1	0
1442	12626	15238	0	-1	0
1443	12391	12357	0	-1	0
1444	12011	11951	0	-1	0
1445	11311	11315	0	-1	0
1446	5744	11873	0	-1	0
1447	11090	11089	0	-1	0
1448	12455	12420	0	-1	0
1449	11742	11737	0	-1	0
1450	11695	14761	0	-1	0
1451	11733	11695	0	-1	0
1452	11381	11286	0	-1	0
1453	11683	11678	0	-1	0
1454	12119	12121	0	-1	0
1455	12451	12456	0	-1	0
1456	12296	12289	0	-1	0
1457	15232	15236	0	-1	0
1458	11495	11494	0	-1	0
1459	14773	11559	0	-1	0
1460	11173	11168	0	-1	0
1461	14707	14706	1	87	7696
1462	11082	11099	0	-1	0
1463	11511	11111	0	-1	0
1464	12609	12632	0	-1	0
1465	11116	11008	0	-1	0
1466	11925	11882	0	-1	0
1467	12275	12261	0	-1	0
1468	11835	11797	0	-1	0
1469	12657	12635	0	-1	0
1470	14468	11516	0	-1	0
1471	12528	15257	0	-1	0
1472	12047	12071	0	-1	0
1473	12520	12515	0	-1	0
1474	12351	12358	0	-1	0
1475	12068	12102	0	-1	0
1476	11147	11178	0	-1	0
1477	12397	12394	0	-1	0
1478	12609	12608	0	-1	0
1479	12615	12607	0	-1	0
1480	12521	12513	0	-1	0
1481	11673	11669	0	-1	0
1482	11109	11108	0	-1	0
1483	11910	11905	0	-1	0
1484	11910	11903	0	-1	0
1485	14297	11489	0	-1	0
1486	14290	11855	0	-1	0
1487	12442	12428	0	-1	0
1488	11489	11355	0	-1	0
1489	12104	12114	0	-1	0
1490	14720	14696	0	-1	0
1491	11059	11078	0	-1	0
1492	12613	12615	0	-1	0
1493	12613	12610	0	-1	0
1494	12299	12291	0	-1	0
1495	12547	12506	0	-1	0
1496	11854	11852	0	-1	0
1497	10867	11185	0	-1	0
1498	11308	11291	0	-1	0
1499	12528	12533	0	-1	0
1500	11736	11742	0	-1	0
1501	12203	12225	0	-1	0
1502	11781	11816	0	-1	0
1503	12174	12025	0	-1	0
1504	11185	11245	1	88	7779
1505	11583	11608	0	-1	0
1506	12181	12177	0	-1	0
1507	12604	12818	0	-1	0
1508	11854	11855	0	-1	0
1509	15230	15220	0	-1	0
1510	14764	14760	0	-1	0
1511	12826	12845	0	-1	0
1512	11971	12037	0	-1	0
1513	11271	11259	0	-1	0
1514	12366	12373	0	-1	0
1515	12634	12515	0	-1	0
1516	12703	12697	0	-1	0
1517	11785	11760	0	-1	0
1518	12532	12523	0	-1	0
1519	12352	12346	0	-1	0
1520	14760	14740	1	89	7771
1521	11903	11910	0	-1	0
1522	11335	11251	0	-1	0
1523	12360	12397	0	-1	0
1524	12843	12693	0	-1	0
1525	12821	12914	0	-1	0
1526	12604	12607	0	-1	0
1527	11783	11770	0	-1	0
1528	11728	11729	0	-1	0
1529	11260	11346	0	-1	0
1530	11160	11177	0	-1	0
1531	12340	12349	0	-1	0
1532	12340	12343	0	-1	0
1533	14740	14748	0	-1	0
1534	12624	12604	0	-1	0
1535	12071	12047	0	-1	0
1536	12420	12410	0	-1	0
1537	12450	12426	0	-1	0
1538	14757	14759	0	-1	0
1539	12318	12360	0	-1	0
1540	11331	11347	0	-1	0
1541	12152	12150	0	-1	0
1542	11826	11852	0	-1	0
1543	11516	14468	0	-1	0
1544	14792	11640	0	-1	0
1545	14765	14734	0	-1	0
1546	11683	11731	0	-1	0
1547	12679	12687	0	-1	0
1548	11831	11814	0	-1	0
1549	12033	12035	0	-1	0
1550	12038	11974	0	-1	0
1551	11424	14715	0	-1	0
1552	11424	14717	0	-1	0
1553	12422	12349	0	-1	0
1554	11589	11602	0	-1	0
1555	15239	12684	0	-1	0
1556	14788	14789	1	90	7702
1557	11523	11503	0	-1	0
1558	14769	14770	0	-1	0
1559	12666	12647	0	-1	0
1560	12627	15237	0	-1	0
1561	11951	12011	0	-1	0
1562	12408	12405	0	-1	0
1563	12284	12267	0	-1	0
1564	11772	11753	0	-1	0
1565	12060	12150	0	-1	0
1566	12454	12439	0	-1	0
1567	11981	12003	0	-1	0
1568	12271	12251	0	-1	0
1569	5811	5870	0	-1	0
1570	12513	12521	0	-1	0
1571	11904	12108	0	-1	0
1572	12815	12617	0	-1	0
1573	14725	11719	1	91	7791
1574	12631	12634	0	-1	0
1575	12223	12206	0	-1	0
1576	12194	12175	0	-1	0
1577	12469	12457	0	-1	0
1578	14700	11410	1	92	7977
1579	10973	11157	0	-1	0
1580	12338	12344	0	-1	0
1581	12360	12318	0	-1	0
1582	12473	12481	0	-1	0
1583	11113	11159	1	93	8085
1584	11566	11561	0	-1	0
1585	12304	12317	0	-1	0
1586	12916	15244	0	-1	0
1587	14728	14729	0	-1	0
1588	12300	12271	0	-1	0
1589	11114	11107	0	-1	0
1590	11859	11883	0	-1	0
1591	11929	11931	0	-1	0
1592	14723	14774	0	-1	0
1593	11497	11694	0	-1	0
1594	11082	11049	0	-1	0
1595	11832	11825	0	-1	0
1596	11542	11521	0	-1	0
1597	12472	12463	0	-1	0
1598	11855	11978	0	-1	0
1599	12472	12468	0	-1	0
1600	11226	11181	0	-1	0
1601	12038	12060	0	-1	0
1602	12536	12553	0	-1	0
1603	12553	12582	0	-1	0
1604	12105	5870	0	-1	0
1605	11418	11476	0	-1	0
1606	12123	12055	0	-1	0
1607	12219	12224	0	-1	0
1608	12102	12220	0	-1	0
1609	11748	11832	0	-1	0
1610	11289	11287	0	-1	0
1611	11744	11848	0	-1	0
1612	11260	11261	0	-1	0
1613	11260	11263	0	-1	0
1614	11627	14792	0	-1	0
1615	11627	14793	1	94	7919
1616	15213	15215	0	-1	0
1617	2702	2719	0	-1	0
1618	11464	14703	0	-1	0
1619	11732	11731	0	-1	0
1621	11475	11438	0	-1	0
1622	14702	14691	1	95	7966
1623	11729	11728	0	-1	0
1624	12043	12079	0	-1	0
1625	12168	12152	0	-1	0
1626	12688	12685	0	-1	0
1627	11689	11664	0	-1	0
1628	11511	11516	0	-1	0
1629	12488	12485	0	-1	0
1630	12317	12304	0	-1	0
1631	11736	11726	0	-1	0
1632	11494	11507	0	-1	0
1633	12188	15230	0	-1	0
1634	12730	12683	0	-1	0
1635	14791	11630	0	-1	0
1636	4979	11493	0	-1	0
1637	14705	14722	0	-1	0
1638	12551	12519	0	-1	0
1639	11270	11282	0	-1	0
1640	11720	11704	0	-1	0
1641	11265	11283	0	-1	0
1642	12697	12703	0	-1	0
1643	11219	11326	0	-1	0
1644	11299	11505	0	-1	0
1645	12403	12401	0	-1	0
1646	11873	11834	0	-1	0
1647	12543	12549	0	-1	0
1648	14787	11573	0	-1	0
1649	12543	12541	0	-1	0
1650	11308	11316	0	-1	0
1651	12032	12163	0	-1	0
1652	14691	11176	0	-1	0
1653	11832	11748	0	-1	0
1654	11687	11734	0	-1	0
1655	11522	11507	0	-1	0
1656	11882	11925	0	-1	0
1657	11725	11730	0	-1	0
1658	12539	12617	0	-1	0
1659	11108	11109	0	-1	0
1660	11108	11105	0	-1	0
1661	11781	2331	0	-1	0
1662	11316	11304	0	-1	0
1663	11316	11308	0	-1	0
1664	14190	11678	0	-1	0
1665	12011	12055	0	-1	0
1666	12348	12350	0	-1	0
1667	11680	11635	0	-1	0
1668	14739	14764	0	-1	0
1669	11302	11311	0	-1	0
1670	12354	14460	0	-1	0
1671	15227	15222	0	-1	0
1672	12182	12319	0	-1	0
1673	15227	15229	0	-1	0
1674	11823	11933	0	-1	0
1675	12494	12515	0	-1	0
1676	11843	11831	0	-1	0
1677	12684	12729	0	-1	0
1678	5694	11821	0	-1	0
1679	11554	11569	0	-1	0
1680	12504	12491	0	-1	0
1681	12898	12910	0	-1	0
1682	12554	12555	0	-1	0
1683	11358	11455	0	-1	0
1684	12355	12613	0	-1	0
1685	12188	12196	0	-1	0
1686	11099	11082	0	-1	0
1687	12170	12168	0	-1	0
1688	11676	11744	0	-1	0
1689	14773	14771	0	-1	0
1690	11667	11669	0	-1	0
1691	11533	11546	0	-1	0
1692	12410	12391	0	-1	0
1693	11359	11342	0	-1	0
1694	12651	12527	0	-1	0
1695	11302	11299	0	-1	0
1696	12240	12338	0	-1	0
1697	12495	12409	0	-1	0
1698	12493	12460	0	-1	0
1699	12470	12480	0	-1	0
1700	12461	12462	0	-1	0
1701	14759	11884	0	-1	0
1702	11497	11455	0	-1	0
1703	11464	11560	0	-1	0
1704	11296	11295	0	-1	0
1705	11958	11942	0	-1	0
1706	12860	12795	0	-1	0
1707	4964	5058	0	-1	0
1708	11613	11647	0	-1	0
1709	11459	11495	0	-1	0
1710	12524	12626	0	-1	0
1711	5700	5723	0	-1	0
1712	5202	11106	0	-1	0
1713	12623	12659	0	-1	0
1714	11242	11104	0	-1	0
1715	14771	14781	0	-1	0
1716	11980	11967	0	-1	0
1717	11760	11776	0	-1	0
1718	11708	11713	1	96	8272
1719	11903	14456	0	-1	0
1720	11543	11699	0	-1	0
1721	12319	12497	0	-1	0
1722	15238	15239	1	97	8114
1723	11078	11140	0	-1	0
1724	11320	11103	0	-1	0
1725	11311	11302	0	-1	0
1726	14751	11877	0	-1	0
1727	11186	11187	0	-1	0
1728	14773	11520	0	-1	0
1729	12104	12100	0	-1	0
1730	11282	11290	0	-1	0
1731	11712	11825	0	-1	0
1732	11143	14513	0	-1	0
1733	11790	11859	0	-1	0
1734	11715	11689	0	-1	0
1735	11410	14714	0	-1	0
1736	11776	11838	0	-1	0
1737	5016	5058	0	-1	0
1738	11072	11101	0	-1	0
1739	12286	12217	0	-1	0
1740	12477	12462	0	-1	0
1741	12722	12724	0	-1	0
1742	11812	11811	0	-1	0
1743	12445	12398	0	-1	0
1744	14055	12619	0	-1	0
1745	11346	11396	0	-1	0
1746	12506	12339	0	-1	0
1747	12693	12657	0	-1	0
1748	12206	12150	0	-1	0
1749	11131	11111	0	-1	0
1750	12225	12233	0	-1	0
1751	12015	12002	0	-1	0
1752	12015	12003	0	-1	0
1753	11730	11725	0	-1	0
1754	12152	12168	0	-1	0
1755	12763	12758	0	-1	0
1756	12396	12478	0	-1	0
1757	12220	12102	0	-1	0
1758	12163	12032	0	-1	0
1759	11193	11216	0	-1	0
1760	12643	12621	0	-1	0
1761	12059	12030	0	-1	0
1762	12413	12408	0	-1	0
1763	11204	11238	0	-1	0
1764	11927	11890	0	-1	0
1765	11496	11497	0	-1	0
1766	12359	12366	0	-1	0
1767	11979	11959	0	-1	0
1768	14726	14727	0	-1	0
1769	11731	11823	0	-1	0
1770	11111	10863	0	-1	0
1771	5347	10954	0	-1	0
1772	11602	11635	0	-1	0
1773	11496	11501	0	-1	0
1774	11750	11788	0	-1	0
1775	11186	11462	0	-1	0
1776	14703	14719	0	-1	0
1777	12149	12218	0	-1	0
1778	11242	11290	0	-1	0
1779	2047	11303	0	-1	0
1780	11133	11131	0	-1	0
1781	11133	11135	0	-1	0
1782	12619	12621	0	-1	0
1783	11106	11107	0	-1	0
1784	12447	12451	0	-1	0
1785	12515	12503	0	-1	0
1786	11596	14707	0	-1	0
1787	11892	11883	0	-1	0
1788	11092	11093	0	-1	0
1789	11092	11091	0	-1	0
1790	11559	11550	0	-1	0
1791	11148	11143	0	-1	0
1792	12351	12363	0	-1	0
1793	11346	11260	0	-1	0
1794	14749	14728	0	-1	0
1795	11094	11095	0	-1	0
1796	11094	11096	0	-1	0
1797	2274	2331	1	98	7457
1798	11987	11947	0	-1	0
1799	12103	12121	0	-1	0
1800	12184	12167	0	-1	0
1801	11753	11717	0	-1	0
1802	14746	14751	0	-1	0
1803	11822	11823	0	-1	0
1804	11837	11835	0	-1	0
1805	11947	11987	0	-1	0
1806	11489	11493	0	-1	0
1807	14110	2516	0	-1	0
1808	11625	14792	1	99	7920
1809	11625	14797	1	100	7530
1810	12851	15242	0	-1	0
